name,infrastructure_type,latitude,longitude
CVS Pharmacy,pharmacy,41.9556334,-87.6791385
Bank of America,atm,41.9551938,-87.6792315
Black Eagle Club,bar,41.9544907,-87.6779614
Ricochet's,bar,41.9660213,-87.6870563
Old World Market,supermarket,41.9755885,-87.6596081
CVS Pharmacy,pharmacy,41.8665025,-87.6569657
Potash Market,supermarket,41.9103929,-87.6314813
Eddie & Sons Food & Liquor,alcohol,41.9102,-87.7176145
Spincycle,laundry,41.9103883,-87.7024408
Farmers Best Market,supermarket,41.9251968,-87.786195
Bank of America,atm,41.9753647,-87.8075275
Northwestern Medicine Immediate Care South Loop,clinic,41.8681113,-87.6320338
Go Green Community Fresh Market,supermarket,41.779444,-87.6548974
Mother's Ruin,bar,41.9348409,-87.7165905
Chicago Public Library - Lincoln Park Branch,library,41.9254709,-87.6580587
Wrigley Rooftops,bar,41.9478683,-87.6539966
Wrigley Rooftops,bar,41.9476002,-87.6540349
Wrigley Rooftops,bar,41.9477833,-87.6539352
Potash Markets - State Street,supermarket,41.8987068,-87.6280658
BWS #2 - Beer Wine & Spirits,alcohol,41.9103621,-87.6489834
DaVita Dialysis,clinic,41.8652905,-87.6671069
WIC Grocery,social_facility,41.8168156,-87.6155602
Lindo Michoacán,supermarket,41.9686224,-87.7081955
Sahar International Market,supermarket,41.9700294,-87.7082773
Covenant House,social_facility,41.8842728,-87.7003249
Dollar City,supermarket,41.9535754,-87.7004392
Seby Medical Center,clinic,41.6967068,-87.6427533
Logos Baptist Assembly,place_of_worship,41.696844,-87.64219
CVS Pharmacy,pharmacy,41.8923502,-87.6270495
Kumiko,bar,41.8858683,-87.6440648
Strewn,arts_centre,41.8572813,-87.646461
Unknown,atm,41.8742687,-87.6256686
Art of Imagination,arts_centre,41.8572034,-87.6464658
Go Grocer,supermarket,41.9327236,-87.6422709
Cultivate by Forbidden Root,pub,41.9676024,-87.6749325
Secrets Smoke Shop,tobacco,41.9407738,-87.651113
Fresenius Kidney Care,clinic,41.692806,-87.6271569
Gerber/Hart Library and Archives,library,42.0000391,-87.6714784
The Renaissance Collaborative,social_facility,41.8256177,-87.6245892
Blaze Chicago,e-cigarette,41.9013229,-87.686768
Specialized Forensic Unit PC,clinic,41.8995972,-87.686682
CVS Pharmacy,pharmacy,41.9470854,-87.6558383
Bank of America,atm,41.9154825,-87.6871338
Wash U Coin Laundry,laundry,41.9188091,-87.7260836
Pioneer Liquor,alcohol,41.9170218,-87.7263469
Carnival Grocery,supermarket,41.9202499,-87.641115
Unknown,atm,41.8924713,-87.634971
Unknown,atm,41.8668956,-87.6461322
Connect To Chicago,bar,41.9760829,-87.9046189
Consignment Lounge,bar,41.9320601,-87.715625
Mission Control Arcade Bar,bar,42.0080346,-87.6663586
Bank of America,atm,41.7052384,-87.6430203
Mythical Smokes,tobacco,41.8794028,-87.6265568
Wash & Dry Coin Laundry,laundry,41.9686733,-87.7165864
Mariam Pharmacy,pharmacy,41.9686754,-87.7165074
Chicago Produce,supermarket,41.9685782,-87.7163043
Lakeside Food Wine & Spirits,alcohol,41.9544409,-87.649857
PCC Community Wellness Center,clinic,41.9358046,-87.7848447
Citibank,atm,41.7911369,-87.5983011
Coin Laundry,laundry,41.910435,-87.6727166
John M. Flaxman Library,library,41.8810135,-87.6256932
DaVita Dialysis,clinic,41.8481256,-87.7236758
4th Ward,arts_centre,41.7982916,-87.5952387
Bunker,bar,41.8798102,-87.6651802
Cook County Sheriff's Police Substation,police,41.8950734,-87.7574475
Eckhart Library,library,41.7902433,-87.5986702
The Social Work Library,library,41.7855933,-87.601987
Special Collections Research Center,library,41.7919755,-87.6000621
Lakeview Food Wine & Spirits,alcohol,41.9526398,-87.6492306
Sankofa Center at AAABNA,community_centre,41.8949257,-87.7712385
Moving Everest Charter School,school,41.8884768,-87.7557162
Walmart Pharmacy,pharmacy,41.6971443,-87.5985444
Walmart Pharmacy,pharmacy,41.9112806,-87.7433317
Unknown,atm,41.7506871,-87.6833737
Unknown,atm,41.7800375,-87.6413094
Hyde Park Bank,atm,41.7989622,-87.5879916
DaVita Dialysis,clinic,41.765229,-87.7234504
Pilsen Arts Community House,arts_centre,41.8576447,-87.6676616
Preferred Imaging,clinic,41.9146388,-87.6544601
Lurie Children's Pediatrics in Uptown,clinic,41.9706872,-87.6589319
Smokey's Smoke Shop,tobacco,41.8313587,-87.6464032
Unknown,atm,41.8313628,-87.6464508
City Church Chicago,place_of_worship,41.8960692,-87.6486523
Morse Liquor,alcohol,42.0080432,-87.6669569
PO Box Collective,arts_centre,42.0068234,-87.6662477
Wild Fork,supermarket,41.9102642,-87.6532939
Hops & Scotch,alcohol,41.8723112,-87.633811
Lakeside #2 Food Wine Spirits,alcohol,41.9239461,-87.6468922
Mr. Vape & Smoke,tobacco,41.9228226,-87.6453466
Spirit Hub,alcohol,41.9244525,-87.647622
La Bodega - Food Market,supermarket,41.9606849,-87.7747846
Chicago Chassidishe Kollel,place_of_worship,41.9970806,-87.7084391
RUSH South Loop,clinic,41.8636346,-87.6238399
Unknown,atm,41.9581564,-87.6530392
Unknown,atm,41.961986,-87.6521937
Epic Wine & Spirits,alcohol,41.9622247,-87.6551928
Awaken Chicago,place_of_worship,41.8569503,-87.6268814
Adam Street Brewery,pub,41.8793242,-87.6283017
U.S. Postal Inspection Service,police,41.8737524,-87.6373635
Vape & Dope,e-cigarette,42.0077601,-87.6656249
Belmont Laundry,laundry,41.9378236,-87.7940322
Centro Fresh Market,supermarket,41.9319403,-87.7471753
WaveMAX Laundry,laundry,41.931774,-87.7479376
Mercy Care Center,clinic,41.8264568,-87.6079786
Rothschild Liquors,alcohol,41.8239698,-87.6219855
Love Fridge at Augustana Lutheran Church,social_facility,41.7949308,-87.5974282
Fresenius Kidney Care,clinic,41.8718574,-87.6420301
Unknown,atm,41.8820752,-87.6333301
Adamus Lounge,bar,41.8815611,-87.6263819
Kiwanis Field,park,41.6674806,-87.6236931
Chicagoland Foot and Ankle,clinic,41.9529042,-87.7760427
Walgreens,pharmacy,41.8795058,-87.6341437
D&A Food & Liquor,alcohol,41.7935417,-87.6647932
Su Nueva Lavanderia,laundry,41.793273,-87.70698
Bank of America,atm,41.9786692,-87.6603454
Provisions Uptown,alcohol,41.9694049,-87.6599106
Specialty Care Center,clinic,41.8722592,-87.6743453
Go Grocer,supermarket,41.9353873,-87.6395925
Chicago State University Police Department,police,41.7168504,-87.6071878
Frainklin Tap,pub,41.8773139,-87.6350299
Foremost Liquors,alcohol,41.9734109,-87.6566267
Eataly,restaurant,41.892164,-87.6263766
Bally's,casino,41.8929616,-87.6269776
Sky Liquors,alcohol,41.9964403,-87.7866658
Superior Wine & Liquor,alcohol,41.8963776,-87.6314507
Unknown,atm,41.9109488,-87.653262
Westside Community Triage & Wellness Center,clinic,41.8804673,-87.7296073
Walgreens,pharmacy,41.8849402,-87.6276035
Spincycle Laundromat,laundry,41.9943144,-87.6902688
Monarch and Lion,pub,41.8914474,-87.6191095
Unknown,playground,41.9155361,-87.639185
Shore Club,bar,41.914957,-87.6263188
Rocbar,bar,41.889862,-87.6291064
Estereo FM,bar,41.8865685,-87.6523266
Louie's Pub,pub,41.9104632,-87.6699605
CVS Pharmacy,pharmacy,41.9629582,-87.6562141
Shaarei Chinuch Day School,school,42.0037663,-87.7001206
Shrine of the Sacred Heart Jesuit Millennium Center,place_of_worship,41.9529108,-87.773286
Hub 51,bar,41.9743182,-87.8906928
UI Health 55th & Pulaski Health Collaborative,clinic,41.7925424,-87.72282
Vesper,clinic,41.9532504,-87.6498441
Cardtronics,atm,41.8977978,-87.6224104
Good Times Brewery,bar,41.9521214,-87.6494585
Learning Through Play Center for Child Development,clinic,41.9473725,-87.6467521
Ritz Cleaners,laundry,41.9472853,-87.6470699
Sheridan Liquor & Lounge,alcohol,41.9540935,-87.6547002
Big Mini Putt Club,bar,41.9489135,-87.649384
Buzzed by Zea,bar,41.9494321,-87.6493994
Shine Bright In Life! Healing Arts Center,arts_centre,41.9525821,-87.6513027
Wrigley Smoke & Style,tobacco,41.9537666,-87.6546828
Roots,e-cigarette,41.9547917,-87.6547324
Rec Room,community_centre,41.9576724,-87.6548223
GNS Market,alcohol,41.9568583,-87.6521852
7 Heaven Smoke Shop,tobacco,41.9565697,-87.6516608
Pride Arts Center,arts_centre,41.9579269,-87.6525114
Sunnyside Health Center,clinic,41.957829,-87.6530559
Uptown Smoke Zone,e-cigarette,41.9546623,-87.6503127
Caring Hands Inc,clinic,41.9588699,-87.6535032
One Medical,clinic,41.9170651,-87.6482992
Cesar’s Killer Margaritas,bar,41.9356999,-87.6444233
Barrel,bar,41.9337302,-87.6444181
Chicago House of Smokes,e-cigarette,41.9352871,-87.6440779
Manor Cleaners,laundry,41.9352416,-87.6440772
Connect to Chicago,bar,41.9759685,-87.9044361
American Vapor Shop,e-cigarette,41.9398367,-87.652277
Compass Health Centers,clinic,41.9502447,-87.6921578
Third Space,community_centre,41.9474714,-87.6479906
Bandit,bar,41.8841385,-87.6490686
West Town Satellite Senior Center,social_facility,41.8959241,-87.6679282
Your Happy Places,alcohol,41.926852,-87.7035035
Welcome Back Lounge,bar,41.9253857,-87.7011429
Bubbleland,laundry,41.9221744,-87.6947128
Bad Habit,bar,41.9185577,-87.6899465
McDonald's PlayPlace,playground,41.9445285,-87.8072788
Mathews Chapel,place_of_worship,41.8961266,-87.6208992
Fresenius Kidney Care,clinic,41.914406,-87.663826
Cathay Bank,atm,41.853066,-87.6339642
CVS Pharmacy,pharmacy,41.7054677,-87.7204076
Unknown,atm,41.7858765,-87.7418846
Montrose Supermarket & Taqueria,supermarket,41.9612523,-87.714692
Unknown,laundry,41.8377994,-87.6515614
McDonald's PlayPlace,playground,41.7057165,-87.70165
Giant Penny Whistle,bar,41.8565237,-87.6625356
AllCareX Discount Pharmacy,pharmacy,41.9104409,-87.6965926
CVS Pharmacy,pharmacy,41.9037335,-87.6311146
Valley of Jordan,supermarket,41.7992762,-87.6008134
Trellus,community_centre,41.9907646,-87.6905295
Interfaith Room,place_of_worship,41.9738948,-87.8861905
Supermarket Martins,supermarket,41.9459054,-87.7566085
Quality Time,bar,41.9322097,-87.7014727
Safer Foundation,social_facility,41.9226679,-87.7849352
Unknown,atm,41.866387,-87.6669922
Unknown,atm,41.8663876,-87.6669515
Unknown,atm,41.8663882,-87.6669065
Martyrs',bar,41.9519871,-87.6770844
Kaminska Dermatology,clinic,41.9506643,-87.6764953
Birth Center of Chicago,clinic,41.9513407,-87.6769562
Unknown,atm,41.9530933,-87.6792155
Midwest Express Clinic - West Loop,clinic,41.8791116,-87.6470923
BMO,atm,41.9788163,-87.9063568
Bank of America,atm,41.9791579,-87.9066903
Bank of America,atm,41.9770337,-87.9057203
BMO,atm,41.7883386,-87.7418282
Sky's Beverage Depot,alcohol,41.9664538,-87.6579157
Unknown,atm,41.9107081,-87.6496263
Sunrise Food & Liquor,alcohol,41.8952771,-87.7202797
Black Barrel Tavern,pub,41.8815318,-87.6543719
Stelios Bottles & Bites,bar,41.8811087,-87.6518012
Bisous,bar,41.8868832,-87.6513338
Walgreens,pharmacy,41.6805332,-87.5389799
Walgreens,pharmacy,41.7023361,-87.5358694
Roofing Academy X,school,41.8916183,-87.6219159
Walgreens,pharmacy,41.9393175,-87.6704182
Walgreens,pharmacy,41.9744415,-87.8063242
Walgreens,pharmacy,41.9848281,-87.82253
CVS Pharmacy,pharmacy,41.9134427,-87.8055438
Passport Health Downtown Chicago Travel Clinic,clinic,41.88289,-87.6313583
Passport Health River North Travel Clinic,clinic,41.8959269,-87.6358841
Passport Health Chicago - West Loop Travel Clinic,clinic,41.8851269,-87.6542248
Passport Health Lakeview Travel Clinic,clinic,41.9366599,-87.649492
Diversey Tobacco,tobacco,41.9327346,-87.6418059
Duffy's Tavern & Bar,bar,41.9330011,-87.6403512
DraftKings Sportsbook at Wrigley Field,bar,41.9474195,-87.6548035
Northwestern Medicine Imediate Care,clinic,41.8937558,-87.6201039
The Northman Beer & Cider Garden,bar,41.8882656,-87.621614
DaVita Dialysis,clinic,41.9261805,-87.6803608
Unknown,laundry,41.9709127,-87.7285937
Reid Bar,bar,41.8879093,-87.6322786
Gary Comer College Prep Middle School,school,41.7645788,-87.5997968
Rebel & Rye,bar,41.8913528,-87.6470553
CVS Pharmacy,pharmacy,41.8857188,-87.6536105
Konak Pizza and Grill,bar,41.9758816,-87.6685245
Unknown,atm,41.9759905,-87.6682755
Unknown,atm,41.9754172,-87.6684789
KIPP Bloom School,school,41.7932147,-87.6410984
Christ the King Jesuit College Prep,school,41.8770539,-87.7528428
Miler High Life Sky Lounge,bar,41.8306444,-87.6332288
Garenteed Rate Club,bar,41.8304675,-87.6347402
Edison Regional Gifted Center,school,41.9712371,-87.7095327
Albany Park Multicultural Elementary,school,41.9708942,-87.7095179
Aspira Haugen Middle School,school,41.9662896,-87.7222309
Acero SPC Daniel Zizumbo Elementary School,school,41.8082897,-87.7307583
Acero PFC Omar E. Torres Elementary School,school,41.8085468,-87.7307639
Acero Major Hector P. García M.D. High School,school,41.8091218,-87.730806
North Lawndale College Prep - Collins,school,41.8635028,-87.7003319
Raizes Mexican Cocktail Bar,bar,41.9529962,-87.6777863
Apero Wine Bar,bar,41.9575367,-87.6813081
Chicago VA Clinic,clinic,41.8669596,-87.695668
Wild Onion Market,supermarket,42.0093834,-87.6736968
Unknown,atm,41.9791371,-87.9066919
Planned Parenthood,clinic,41.9862686,-87.6596671
Saint Peregrine Shrine,place_of_worship,41.8904568,-87.6366617
National Shrine of St Jude,place_of_worship,41.7303112,-87.5466223
Unknown,payment_terminal,41.9267789,-87.6336493
Unknown,atm,41.7867017,-87.7453884
USO,social_facility,41.7892762,-87.7419784
Chicago Police Department,police,41.7889676,-87.7419422
Unknown,playground,41.7863791,-87.7417752
Unknown,atm,41.785551,-87.7425038
Chapel,place_of_worship,41.7887331,-87.7419966
The Hi-Lo,bar,41.9015036,-87.6970594
Franciscan Friars,place_of_worship,41.9925071,-87.6566281
Solid Foundation Ministry,place_of_worship,42.008448,-87.6739878
Metro Achievement Center,community_centre,41.8773601,-87.6497352
Walgreens,pharmacy,41.737237,-87.5839794
CVS Pharmacy,pharmacy,41.736197,-87.5860142
Walgreens,pharmacy,41.7377969,-87.6056913
DaVita Dialysis,clinic,41.7615558,-87.6051811
Walgreens,pharmacy,41.8029805,-87.6072955
DaVita Dialysis,clinic,41.8173151,-87.6065105
Kindbody (formerly Vios),clinic,41.9083703,-87.6740651
Metro Spice Mart,supermarket,41.8800163,-87.6423494
Bank of America,atm,41.95347,-87.7891427
RUSH,clinic,41.8815534,-87.6487643
Unknown,payment_terminal,41.874129,-87.6272472
Unknown,payment_terminal,41.8750136,-87.6263549
Unknown,payment_terminal,41.8732934,-87.6270694
Unknown,payment_terminal,41.872878,-87.6270308
Unknown,payment_terminal,41.8725022,-87.6261686
Unknown,payment_terminal,41.8685331,-87.6260738
Phlavz Bar & Grille,pub,41.8646362,-87.6457377
Unknown,atm,41.7794832,-87.6469619
Walgreens,pharmacy,41.77811,-87.7027082
Physicians Immediate Care,clinic,41.8794147,-87.6428421
Walgreens,pharmacy,41.6779886,-87.6801772
The Lounge,bar,41.8846891,-87.6477444
La Providencia,supermarket,41.8542515,-87.6683834
Walgreens,pharmacy,42.0178257,-87.6908649
PNC Bank,atm,41.9395069,-87.7239492
PNC Bank,atm,41.9395294,-87.7239972
Tiệm Tạp Hóa Việt Hoa,supermarket,41.9731855,-87.6566495
DOA Communications Service Center,police,42.0006389,-87.9186944
Ike's Liquors,alcohol,41.786638,-87.6876768
Mi Mexico,supermarket,41.7863354,-87.6889397
Tobacco 5 Stars,tobacco,41.7860286,-87.7031345
Gangnam Market,supermarket,41.896063,-87.653251
Non Toxic Ecolife Cleaners,laundry,41.9387345,-87.6867835
Adom African Market,supermarket,41.8094268,-87.6218977
Mighty Clean Coin Laundry,laundry,41.9205995,-87.6881117
Sudz Coin Laundry,laundry,41.896422,-87.7083666
Louise Landau Health Center,clinic,41.8958556,-87.7083429
Chicago Industrial Arts and Design Center,community_centre,41.9990005,-87.6747734
Al-Bayan Grocery,supermarket,41.9375968,-87.7861032
DJ Wine & Spirits,alcohol,41.93098,-87.7788698
Deborah's Place,social_facility,41.8776307,-87.6970438
Seafood City,supermarket,41.9730252,-87.7458436
Unknown,atm,41.7912685,-87.5826685
Walgreens,pharmacy,41.965663,-87.6679662
Wine on Taylor,alcohol,41.8695498,-87.6565987
After Lounge,bar,41.8868454,-87.660377
Bar Sotto,bar,41.8804325,-87.6301501
CVS Pharmacy,pharmacy,41.8360286,-87.6736321
La Licor Panamericana,bar,41.9273018,-87.6972987
Trader Joe's,supermarket,41.9498654,-87.6751046
Bunny Ears Art House,arts_centre,41.9643626,-87.6856072
Saint Willibrords Roman Catholic Church,place_of_worship,41.6869053,-87.619904
The Fresh Market,supermarket,41.9325722,-87.649496
The Perch Kitchen and Tap,pub,41.9033893,-87.6762203
Rite Liquors,bar,41.9031272,-87.6694077
CVS Pharmacy,pharmacy,41.9414669,-87.7267507
Passport Health Evergreen Park Travel Clinic,clinic,41.7225346,-87.6817535
Grace Chicago Church,place_of_worship,41.9474462,-87.6742781
Prairieland Montessori,school,41.9480493,-87.6750981
Advocate Illinois Masonic Emergency Services,clinic,41.9367332,-87.6519933
Bronzeville Scholastic Institute,school,41.8052974,-87.6254906
Daniel Hale Williams Preparatory School of Medicine,school,41.8040698,-87.6246913
Unknown,atm,41.9540434,-87.6761729
Wash Smart Lavanderia,laundry,41.7714911,-87.7307155
The Victory Missionary Baptist Church,place_of_worship,41.7643238,-87.6882842
New Nation Anoited Ministries,place_of_worship,41.7359327,-87.6656554
Liberty Temple,place_of_worship,41.7496195,-87.6794317
New Foundation Of Hope Inc,social_facility,41.7447067,-87.7024676
West Loop Wine & Spirits,alcohol,41.8855206,-87.64706
Unknown,atm,41.8822351,-87.6413755
Enrich Market,alcohol,41.8967738,-87.6324285
Marti's,bar,41.9732739,-87.6676806
Iglesia del Evangelio de Cristo,place_of_worship,41.8011758,-87.6895941
Iglesia Christina Alcance Victoria,place_of_worship,41.8011693,-87.6900489
Unknown,laundry,41.8013562,-87.6895032
Outpatient Recovery Services,clinic,41.7936056,-87.7049551
Unknown,playground,41.7932876,-87.7045801
Congress Lounge,bar,41.8755414,-87.6247991
Marillac St. Vincent,social_facility,41.9216825,-87.6483429
Yollocalli Arts Reach,arts_centre,41.8404803,-87.7179798
Walgreens,pharmacy,41.780249,-87.6418666
Walgreens,pharmacy,41.7285899,-87.5523236
Midwest Express Clinic,clinic,41.9088714,-87.677634
Physician's Immediate Care,clinic,41.9194466,-87.6608439
Econo Coin Laundry,laundry,42.0011921,-87.6712759
Lian's Liquors & Grocery,alcohol,42.0001861,-87.6711811
Memories,bar,41.9971631,-87.6700948
Randall's Pub,bar,41.9976468,-87.6702315
Bank of America,atm,42.0046815,-87.6611733
Amuse,bar,41.8872505,-87.6197123
Chicago Academy for the Arts,school,41.8965015,-87.6532566
Northwestern Medicine Immediate Care,clinic,41.8853858,-87.6542542
inkwell,bar,41.8853765,-87.6538577
Broken Hearts,bar,41.8853972,-87.6526161
Walgreens,pharmacy,41.9238664,-87.7474921
Walgreens,pharmacy,41.8664535,-87.6396839
Vintage Bar,bar,41.8691251,-87.6635353
The Embassy,bar,41.8691432,-87.6630217
Bank of America,atm,41.7930843,-87.7784586
Garfield's Beverage,alcohol,41.9398388,-87.6690237
La Flor,supermarket,41.7044404,-87.5378798
Cornerstone Pharmacy,pharmacy,41.7030799,-87.5351112
Ewing Liquor,alcohol,41.7047164,-87.5350943
Roserach Farms,supermarket,41.6587087,-87.6089199
Your Neighborhood Laundromat,laundry,41.8103656,-87.5925441
Super Food & Liquors,supermarket,41.9835747,-87.6572101
Aqua Wine & Spirits,alcohol,41.8836686,-87.6475951
La Pharmacie,bar,41.9835986,-87.6550091
Chicago Administration Hearings Department,courthouse,41.8957922,-87.6387807
CVS Pharmacy,pharmacy,41.9126075,-87.6534392
Walgreens,pharmacy,41.9404763,-87.6440959
Athletico Physical Therapy,clinic,41.7335096,-87.5511566
Metro Infusion Center,clinic,41.8797955,-87.6474668
Little Prairie on the Campus,park,41.8680043,-87.6673743
Walgreens,pharmacy,41.9250948,-87.711253
Walgreens,pharmacy,41.8532261,-87.6358926
CVS Pharmacy,pharmacy,41.9374861,-87.643884
The Barn Hockey Bar,bar,41.8795856,-87.6679562
Unknown,atm,41.7912055,-87.6046448
CVS Pharmacy,pharmacy,41.9248501,-87.725727
Walgreens,pharmacy,41.9111465,-87.7259645
Walgreens,pharmacy,41.8075051,-87.7228071
Walgreens,pharmacy,41.7862741,-87.7233785
CVS Pharmacy,pharmacy,41.7781678,-87.7224692
Walgreens,pharmacy,41.7647851,-87.7218631
Walgreens,pharmacy,41.9686232,-87.7290078
Walgreens,pharmacy,41.9541106,-87.6539071
Walgreens,pharmacy,41.9844235,-87.6606602
Reading Room,bar,41.8857591,-87.6495557
Grapes & Grains,bar,41.8857633,-87.6496568
Garcia's Chicago,nightclub,41.8828425,-87.6522805
Windy City Produce,supermarket,41.9421523,-87.7276316
Keg N Bottle,alcohol,41.8841059,-87.6512479
The Village Wash,laundry,41.8583329,-87.6468212
Stony Laundry,laundry,41.7711765,-87.5866945
West Loop 2 Wine & Spirits,alcohol,41.8853434,-87.6552457
Unknown,payment_terminal,41.894964,-87.6196023
Unknown,clinic,41.8371277,-87.6639416
DaVita Dialysis Woodlawn,clinic,41.8026514,-87.6267359
Chicago Liberation Center,community_centre,41.852051,-87.6936171
UChicago Medicine Kenwood,clinic,41.8099381,-87.6047927
Spin Xpress Laundry,laundry,41.9394637,-87.7119699
